"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2018","APR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","5,704,000",""
"SURVEY","2018","APR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","74,639,000",""
"SURVEY","2018","APR","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","64,031,000",""
"SURVEY","2018","APR","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","19,100,000",""
"SURVEY","2018","APR","","STATE","OREGON","41","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,672,000",""
"SURVEY","2018","APR","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","151,721,000",""
"SURVEY","2018","APR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","35,341,000",""
"SURVEY","2018","APR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","24,009,000",""
"SURVEY","2018","APR","","STATE","VERMONT","50","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,432,000",""
"SURVEY","2018","APR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","285,364,000",""
"SURVEY","2018","AUG","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","211,649,000",""
"SURVEY","2018","AUG","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","76,758,000",""
"SURVEY","2018","AUG","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,823,000",""
"SURVEY","2018","AUG","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,373,000",""
"SURVEY","2018","AUG","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","61,254,000",""
"SURVEY","2018","AUG","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,849,000",""
"SURVEY","2018","AUG","","STATE","NEW MEXICO","35","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","75,321,000",""
"SURVEY","2018","AUG","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","69,785,000",""
"SURVEY","2018","AUG","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,564,000",""
"SURVEY","2018","AUG","","STATE","OREGON","41","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,338,000",""
"SURVEY","2018","AUG","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","158,779,000",""
"SURVEY","2018","AUG","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","36,713,000",""
"SURVEY","2018","AUG","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","24,240,000",""
"SURVEY","2018","AUG","","STATE","VERMONT","50","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,412,000",""
"SURVEY","2018","AUG","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","284,875,000",""
"SURVEY","2018","DEC","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","221,276,000",""
"SURVEY","2018","DEC","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","85,176,000",""
"SURVEY","2018","DEC","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,305,000",""
"SURVEY","2018","DEC","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","26,039,000",""
"SURVEY","2018","DEC","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","65,561,000",""
"SURVEY","2018","DEC","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,999,000",""
"SURVEY","2018","DEC","","STATE","NEW MEXICO","35","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","80,165,000",""
"SURVEY","2018","DEC","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","64,449,000",""
"SURVEY","2018","DEC","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","18,127,000",""
"SURVEY","2018","DEC","","STATE","OREGON","41","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","18,645,000",""
"SURVEY","2018","DEC","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","164,495,000",""
"SURVEY","2018","DEC","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","36,808,000",""
"SURVEY","2018","DEC","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,809,000",""
"SURVEY","2018","DEC","","STATE","VERMONT","50","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,518,000",""
"SURVEY","2018","DEC","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","279,801,000",""
"SURVEY","2018","FEB","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","196,875,000",""
"SURVEY","2018","FEB","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","72,365,000",""
"SURVEY","2018","FEB","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,279,000",""
"SURVEY","2018","FEB","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,235,000",""
"SURVEY","2018","FEB","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","57,565,000",""
"SURVEY","2018","FEB","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","8,537,000",""
"SURVEY","2018","FEB","","STATE","NEW MEXICO","35","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","65,346,000",""
"SURVEY","2018","FEB","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","64,261,000",""
"SURVEY","2018","FEB","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","18,840,000",""
"SURVEY","2018","FEB","","STATE","OREGON","41","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","15,978,000",""
"SURVEY","2018","FEB","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","141,192,000",""
"SURVEY","2018","FEB","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","30,808,000",""
"SURVEY","2018","FEB","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,000,000",""
"SURVEY","2018","FEB","","STATE","VERMONT","50","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,561,000",""
"SURVEY","2018","FEB","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","263,281,000",""
"SURVEY","2018","JAN","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","216,796,000",""
"SURVEY","2018","JAN","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","85,453,000",""
"SURVEY","2018","JAN","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","6,204,000",""
"SURVEY","2018","JAN","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","22,446,000",""
"SURVEY","2018","JAN","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","61,872,000",""
"SURVEY","2018","JAN","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,773,000",""
"SURVEY","2018","JAN","","STATE","NEW MEXICO","35","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","68,294,000",""
"SURVEY","2018","JAN","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","72,279,000",""
"SURVEY","2018","JAN","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","21,067,000",""
"SURVEY","2018","JAN","","STATE","OREGON","41","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,603,000",""
"SURVEY","2018","JAN","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","159,785,000",""
"SURVEY","2018","JAN","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","38,195,000",""
"SURVEY","2018","JAN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,536,000",""
"SURVEY","2018","JAN","","STATE","VERMONT","50","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,384,000",""
"SURVEY","2018","JAN","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","285,628,000",""
"SURVEY","2018","JUL","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","211,193,000",""
"SURVEY","2018","JUL","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","85,668,000",""
"SURVEY","2018","JUL","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,026,000",""
"SURVEY","2018","JUL","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,371,000",""
"SURVEY","2018","JUL","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","60,888,000",""
"SURVEY","2018","JUL","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,610,000",""
"SURVEY","2018","JUL","","STATE","NEW MEXICO","35","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","75,204,000",""
"SURVEY","2018","JUL","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","69,046,000",""
"SURVEY","2018","JUL","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","19,563,000",""
"SURVEY","2018","JUL","","STATE","OREGON","41","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,241,000",""
"SURVEY","2018","JUL","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","152,664,000",""
"SURVEY","2018","JUL","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","34,338,000",""
"SURVEY","2018","JUL","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,860,000",""
"SURVEY","2018","JUL","","STATE","VERMONT","50","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,760,000",""
"SURVEY","2018","JUL","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","288,401,000",""
"SURVEY","2018","JUN","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","205,022,000",""
"SURVEY","2018","JUN","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","83,477,000",""
"SURVEY","2018","JUN","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,048,000",""
"SURVEY","2018","JUN","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,228,000",""
"SURVEY","2018","JUN","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","61,663,000",""
"SURVEY","2018","JUN","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,797,000",""
"SURVEY","2018","JUN","","STATE","NEW MEXICO","35","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","74,222,000",""
"SURVEY","2018","JUN","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","65,360,000",""
"SURVEY","2018","JUN","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","19,299,000",""
"SURVEY","2018","JUN","","STATE","OREGON","41","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","16,912,000",""
"SURVEY","2018","JUN","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","150,223,000",""
"SURVEY","2018","JUN","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","36,453,000",""
"SURVEY","2018","JUN","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","23,278,000",""
"SURVEY","2018","JUN","","STATE","VERMONT","50","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","11,845,000",""
"SURVEY","2018","JUN","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","280,958,000",""
"SURVEY","2018","MAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","215,761,000",""
"SURVEY","2018","MAR","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","86,090,000",""
"SURVEY","2018","MAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,510,000",""
"SURVEY","2018","MAR","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","24,076,000",""
"SURVEY","2018","MAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","63,394,000",""
"SURVEY","2018","MAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","9,607,000",""
"SURVEY","2018","MAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","76,279,000",""
"SURVEY","2018","MAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","68,771,000",""
"SURVEY","2018","MAR","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","20,198,000",""
"SURVEY","2018","MAR","","STATE","OREGON","41","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,170,000",""
"SURVEY","2018","MAR","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","153,494,000",""
"SURVEY","2018","MAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","37,122,000",""
"SURVEY","2018","MAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,406,000",""
"SURVEY","2018","MAR","","STATE","VERMONT","50","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,089,000",""
"SURVEY","2018","MAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","295,463,000",""
"SURVEY","2018","MAY","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","216,878,000",""
"SURVEY","2018","MAY","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","77,420,000",""
"SURVEY","2018","MAY","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,206,000",""
"SURVEY","2018","MAY","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","26,334,000",""
"SURVEY","2018","MAY","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","63,641,000",""
"SURVEY","2018","MAY","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,688,000",""
"SURVEY","2018","MAY","","STATE","NEW MEXICO","35","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","76,553,000",""
"SURVEY","2018","MAY","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","59,695,000",""
"SURVEY","2018","MAY","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","20,277,000",""
"SURVEY","2018","MAY","","STATE","OREGON","41","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","17,309,000",""
"SURVEY","2018","MAY","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","153,543,000",""
"SURVEY","2018","MAY","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","36,551,000",""
"SURVEY","2018","MAY","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","24,820,000",""
"SURVEY","2018","MAY","","STATE","VERMONT","50","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","12,477,000",""
"SURVEY","2018","MAY","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","287,901,000",""
"SURVEY","2018","NOV","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","216,196,000",""
"SURVEY","2018","NOV","","STATE","IDAHO","16","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","77,013,000",""
"SURVEY","2018","NOV","","STATE","ILLINOIS","17","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","7,175,000",""
"SURVEY","2018","NOV","","STATE","IOWA","19","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","24,584,000",""
"SURVEY","2018","NOV","","STATE","MINNESOTA","27","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","61,257,000",""
"SURVEY","2018","NOV","","STATE","NEW JERSEY","34","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","4,717,000",""
"SURVEY","2018","NOV","","STATE","NEW MEXICO","35","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","78,942,000",""
"SURVEY","2018","NOV","","STATE","NEW YORK","36","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","68,495,000",""
"SURVEY","2018","NOV","","STATE","OHIO","39","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","19,445,000",""
"SURVEY","2018","NOV","","STATE","OREGON","41","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","18,053,000",""
"SURVEY","2018","NOV","","STATE","OTHER STATES","","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","160,708,000",""
"SURVEY","2018","NOV","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","37,143,000",""
"SURVEY","2018","NOV","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","25,635,000",""
"SURVEY","2018","NOV","","STATE","VERMONT","50","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","13,054,000",""
"SURVEY","2018","NOV","","STATE","WISCONSIN","55","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","283,385,000",""
"SURVEY","2018","OCT","","STATE","CALIFORNIA","06","","","","","","","00000000","","CHEESE","CHEESE - PRODUCTION, MEASURED IN LB","TOTAL","NOT SPECIFIED","215,533,000",""
