Date,Report Number,Report Year,Region,Commodity,Type,Low Price,High Price,Imported Low Price,Imported High Price,Domestic Low Price,Domestic High Price
11/20/09,46,2009,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,3.145,3.4675
11/20/09,46,2009,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,3.145,3.4675
11/20/09,46,2009,WEST,CHEESE,CHEDDAR 40# BLOCK,1.705,2.0575,,,,
11/20/09,46,2009,WEST,CHEESE,CHEDDAR 10# CUTS,1.885,2.105,,,,
11/20/09,46,2009,WEST,CHEESE,CHEDDAR 40# BLOCK,1.705,2.0575,,,,
11/20/09,46,2009,WEST,CHEESE,CHEDDAR 10# CUTS,1.885,2.105,,,,
11/20/09,46,2009,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.59,3.07,,,,
11/20/09,46,2009,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.59,3.07,,,,
11/20/09,46,2009,WEST,CHEESE,MONTEREY JACK 10#,1.895,2.055,,,,
11/20/09,46,2009,WEST,CHEESE,MONTEREY JACK 10#,1.895,2.055,,,,
11/20/09,46,2009,WEST,CHEESE,PROCESS 5# LOAF,1.6,1.8575,,,,
11/20/09,46,2009,WEST,CHEESE,PROCESS 5# LOAF,1.6,1.8575,,,,
11/20/09,46,2009,MIDWEST,CHEESE,BLUE 5#,2.44,2.75,,,,
11/20/09,46,2009,MIDWEST,CHEESE,BLUE 5#,2.44,2.75,,,,
11/20/09,46,2009,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,2.03,2.15,,,,
11/20/09,46,2009,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,2.03,2.15,,,,
11/20/09,46,2009,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.86,2.565,,,,
11/20/09,46,2009,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.86,2.565,,,,
11/20/09,46,2009,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.425,3.33,,,,
11/20/09,46,2009,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.425,3.33,,,,
11/20/09,46,2009,MIDWEST,CHEESE,MONTEREY JACK 10#,1.96,2.565,,,,
11/20/09,46,2009,MIDWEST,CHEESE,MONTEREY JACK 10#,1.96,2.565,,,,
11/20/09,46,2009,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.91,2.665,,,,
11/20/09,46,2009,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.91,2.665,,,,
11/20/09,46,2009,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.8325,1.985,,,,
11/20/09,46,2009,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.8325,1.985,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.865,2.14,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.865,2.14,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.7675,2.2525,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.81,2.33,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.81,2.33,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.7675,2.2525,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,3.0525,3.375,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,3.0525,3.375,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,MUENSTER,1.885,2.0825,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,MUENSTER,1.885,2.0825,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.5475,1.8575,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.5475,1.8575,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.5325,1.7725,,,,
11/27/09,47,2009,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.5325,1.7725,,,,
11/27/09,47,2009,FOREIGN,CHEESE,BLUE,,,2.64,4.29,2.005,3.4925
11/27/09,47,2009,FOREIGN,CHEESE,BLUE,,,2.64,4.29,2.005,3.4925
11/27/09,47,2009,FOREIGN,CHEESE,GORGONZOLA,,,3.69,6.69,2.5075,2.7675
11/27/09,47,2009,FOREIGN,CHEESE,GORGONZOLA,,,3.69,6.69,2.5075,2.7675
11/27/09,47,2009,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.69,,
11/27/09,47,2009,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.69,,
11/27/09,47,2009,FOREIGN,CHEESE,PARMESAN (ITALY),,,,,3.4125,3.8325
11/27/09,47,2009,FOREIGN,CHEESE,PARMESAN (ITALY),,,,,3.4125,3.8325
11/27/09,47,2009,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.89,2.0475,2.205
11/27/09,47,2009,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.89,2.0475,2.205
11/27/09,47,2009,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,3.29,3.53,,
11/27/09,47,2009,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,3.29,3.53,,
11/27/09,47,2009,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,3.195,5.3375
11/27/09,47,2009,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,3.195,5.3375
11/27/09,47,2009,FOREIGN,CHEESE,ROMANO (ITALY),,,0,0,,
11/27/09,47,2009,FOREIGN,CHEESE,ROMANO (ITALY),,,0,0,,
11/27/09,47,2009,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.69,,
11/27/09,47,2009,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.69,,
11/27/09,47,2009,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
11/27/09,47,2009,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
11/27/09,47,2009,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,3.145,3.4675
11/27/09,47,2009,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,3.145,3.4675
11/27/09,47,2009,WEST,CHEESE,CHEDDAR 10# CUTS,1.9,2.12,,,,
11/27/09,47,2009,WEST,CHEESE,CHEDDAR 40# BLOCK,1.72,2.0725,,,,
11/27/09,47,2009,WEST,CHEESE,CHEDDAR 10# CUTS,1.9,2.12,,,,
11/27/09,47,2009,WEST,CHEESE,CHEDDAR 40# BLOCK,1.72,2.0725,,,,
11/27/09,47,2009,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.65,3.09,,,,
11/27/09,47,2009,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.65,3.09,,,,
11/27/09,47,2009,WEST,CHEESE,MONTEREY JACK 10#,1.91,2.07,,,,
11/27/09,47,2009,WEST,CHEESE,MONTEREY JACK 10#,1.91,2.07,,,,
11/27/09,47,2009,WEST,CHEESE,PROCESS 5# LOAF,1.58,1.8375,,,,
11/27/09,47,2009,WEST,CHEESE,PROCESS 5# LOAF,1.58,1.8375,,,,
11/27/09,47,2009,MIDWEST,CHEESE,BLUE 5#,2.455,2.75,,,,
11/27/09,47,2009,MIDWEST,CHEESE,BLUE 5#,2.455,2.75,,,,
11/27/09,47,2009,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,2.03,2.165,,,,
11/27/09,47,2009,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,2.03,2.165,,,,
11/27/09,47,2009,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.86,2.565,,,,
11/27/09,47,2009,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.86,2.565,,,,
11/27/09,47,2009,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.425,3.33,,,,
11/27/09,47,2009,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.425,3.33,,,,
11/27/09,47,2009,MIDWEST,CHEESE,MONTEREY JACK 10#,1.96,2.565,,,,
11/27/09,47,2009,MIDWEST,CHEESE,MONTEREY JACK 10#,1.96,2.565,,,,
11/27/09,47,2009,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.91,2.665,,,,
11/27/09,47,2009,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.91,2.665,,,,
11/27/09,47,2009,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.81,1.965,,,,
11/27/09,47,2009,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.81,1.965,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.8525,2.3725,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.81,2.295,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.9075,2.1825,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.81,2.295,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.8525,2.3725,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.9075,2.1825,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,3.0525,3.375,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,3.0525,3.375,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,MUENSTER,1.9275,2.125,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,MUENSTER,1.9275,2.125,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.6,1.91,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.585,1.825,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.6,1.91,,,,
12/4/09,48,2009,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.585,1.825,,,,
12/4/09,48,2009,FOREIGN,CHEESE,BLUE,,,2.64,4.29,2.0475,3.535
12/4/09,48,2009,FOREIGN,CHEESE,BLUE,,,2.64,4.29,2.0475,3.535
12/4/09,48,2009,FOREIGN,CHEESE,GORGONZOLA,,,3.69,6.69,2.55,2.81
12/4/09,48,2009,FOREIGN,CHEESE,GORGONZOLA,,,3.69,6.69,2.55,2.81
12/4/09,48,2009,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.69,,
12/4/09,48,2009,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.69,,
12/4/09,48,2009,FOREIGN,CHEESE,PARMESAN (ITALY),,,,,3.455,3.875
12/4/09,48,2009,FOREIGN,CHEESE,PARMESAN (ITALY),,,,,3.455,3.875
12/4/09,48,2009,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.89,2.09,2.2475
12/4/09,48,2009,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.89,2.09,2.2475
12/4/09,48,2009,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,3.29,3.53,,
12/4/09,48,2009,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,3.29,3.53,,
12/4/09,48,2009,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,3.2375,5.38
12/4/09,48,2009,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,3.2375,5.38
12/4/09,48,2009,FOREIGN,CHEESE,ROMANO (ITALY),,,0,0,,
12/4/09,48,2009,FOREIGN,CHEESE,ROMANO (ITALY),,,0,0,,
12/4/09,48,2009,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.69,,
12/4/09,48,2009,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.69,,
12/4/09,48,2009,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
12/4/09,48,2009,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
12/4/09,48,2009,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,3.145,3.4675
12/4/09,48,2009,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,3.145,3.4675
12/4/09,48,2009,WEST,CHEESE,CHEDDAR 10# CUTS,1.9425,2.1625,,,,
12/4/09,48,2009,WEST,CHEESE,CHEDDAR 40# BLOCK,1.7625,2.115,,,,
12/4/09,48,2009,WEST,CHEESE,CHEDDAR 10# CUTS,1.9425,2.1625,,,,
12/4/09,48,2009,WEST,CHEESE,CHEDDAR 40# BLOCK,1.7625,2.115,,,,
12/4/09,48,2009,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.65,3.09,,,,
12/4/09,48,2009,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.65,3.09,,,,
12/4/09,48,2009,WEST,CHEESE,MONTEREY JACK 10#,1.9525,2.1125,,,,
12/4/09,48,2009,WEST,CHEESE,MONTEREY JACK 10#,1.9525,2.1125,,,,
12/4/09,48,2009,WEST,CHEESE,PROCESS 5# LOAF,1.6325,1.89,,,,
12/4/09,48,2009,WEST,CHEESE,PROCESS 5# LOAF,1.6325,1.89,,,,
12/4/09,48,2009,MIDWEST,CHEESE,BLUE 5#,2.4975,2.75,,,,
12/4/09,48,2009,MIDWEST,CHEESE,BLUE 5#,2.4975,2.75,,,,
12/4/09,48,2009,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,2.03,2.2075,,,,
12/4/09,48,2009,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,2.03,2.2075,,,,
12/4/09,48,2009,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.86,2.565,,,,
12/4/09,48,2009,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.86,2.565,,,,
12/4/09,48,2009,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.425,3.33,,,,
12/4/09,48,2009,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.425,3.33,,,,
12/4/09,48,2009,MIDWEST,CHEESE,MONTEREY JACK 10#,1.96,2.565,,,,
12/4/09,48,2009,MIDWEST,CHEESE,MONTEREY JACK 10#,1.96,2.565,,,,
12/4/09,48,2009,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.91,2.665,,,,
12/4/09,48,2009,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.91,2.665,,,,
12/4/09,48,2009,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.86,2.0175,,,,
12/4/09,48,2009,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.86,2.0175,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.88,2.365,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.9775,2.2525,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.9225,2.4425,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.88,2.365,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.9775,2.2525,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.9225,2.4425,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,3.1325,3.455,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,3.1325,3.455,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,MUENSTER,1.9975,2.195,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,MUENSTER,1.9975,2.195,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.555,1.795,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.57,1.88,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.555,1.795,,,,
12/11/09,49,2009,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.57,1.88,,,,
12/11/09,49,2009,FOREIGN,CHEESE,BLUE,,,2.64,4.29,2.1175,3.605
12/11/09,49,2009,FOREIGN,CHEESE,BLUE,,,2.64,4.29,2.1175,3.605
12/11/09,49,2009,FOREIGN,CHEESE,GORGONZOLA,,,3.69,6.69,2.62,2.88
12/11/09,49,2009,FOREIGN,CHEESE,GORGONZOLA,,,3.69,6.69,2.62,2.88
12/11/09,49,2009,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.69,,
12/11/09,49,2009,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.69,,
12/11/09,49,2009,FOREIGN,CHEESE,PARMESAN (ITALY),,,,,3.525,3.945
12/11/09,49,2009,FOREIGN,CHEESE,PARMESAN (ITALY),,,,,3.525,3.945
12/11/09,49,2009,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.89,2.16,2.3175
12/11/09,49,2009,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.89,2.16,2.3175
12/11/09,49,2009,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,3.29,3.53,,
12/11/09,49,2009,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,3.29,3.53,,
12/11/09,49,2009,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,3.3075,5.45
12/11/09,49,2009,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,3.3075,5.45
12/11/09,49,2009,FOREIGN,CHEESE,ROMANO (ITALY),,,0,0,,
12/11/09,49,2009,FOREIGN,CHEESE,ROMANO (ITALY),,,0,0,,
12/11/09,49,2009,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.69,,
12/11/09,49,2009,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.69,,
12/11/09,49,2009,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
12/11/09,49,2009,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
12/11/09,49,2009,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,3.225,3.5475
12/11/09,49,2009,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,3.225,3.5475
12/11/09,49,2009,WEST,CHEESE,CHEDDAR 40# BLOCK,1.8325,2.185,,,,
12/11/09,49,2009,WEST,CHEESE,CHEDDAR 10# CUTS,2.0125,2.2325,,,,
12/11/09,49,2009,WEST,CHEESE,CHEDDAR 10# CUTS,2.0125,2.2325,,,,
12/11/09,49,2009,WEST,CHEESE,CHEDDAR 40# BLOCK,1.8325,2.185,,,,
12/11/09,49,2009,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.65,3.09,,,,
12/11/09,49,2009,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.65,3.09,,,,
12/11/09,49,2009,WEST,CHEESE,MONTEREY JACK 10#,2.0225,2.1825,,,,
12/11/09,49,2009,WEST,CHEESE,MONTEREY JACK 10#,2.0225,2.1825,,,,
12/11/09,49,2009,WEST,CHEESE,PROCESS 5# LOAF,1.605,1.8625,,,,
12/11/09,49,2009,WEST,CHEESE,PROCESS 5# LOAF,1.605,1.8625,,,,
12/11/09,49,2009,MIDWEST,CHEESE,BLUE 5#,2.5675,2.75,,,,
12/11/09,49,2009,MIDWEST,CHEESE,BLUE 5#,2.5675,2.75,,,,
12/11/09,49,2009,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,2.03,2.2775,,,,
12/11/09,49,2009,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,2.03,2.2775,,,,
12/11/09,49,2009,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.86,2.565,,,,
12/11/09,49,2009,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,1.86,2.565,,,,
12/11/09,49,2009,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.425,3.33,,,,
12/11/09,49,2009,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.425,3.33,,,,
12/11/09,49,2009,MIDWEST,CHEESE,MONTEREY JACK 10#,1.96,2.565,,,,
12/11/09,49,2009,MIDWEST,CHEESE,MONTEREY JACK 10#,1.96,2.565,,,,
12/11/09,49,2009,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.91,2.665,,,,
12/11/09,49,2009,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,1.91,2.665,,,,
12/11/09,49,2009,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.8325,1.99,,,,
12/11/09,49,2009,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.8325,1.99,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.98,2.255,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.8825,2.3675,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.925,2.445,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.98,2.255,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.8825,2.3675,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.925,2.445,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,3.1325,3.455,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,GRADE A SWISS CUTS 10 - 14#,3.1325,3.455,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,MUENSTER,2,2.1975,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,MUENSTER,2,2.1975,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.5525,1.8625,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.5375,1.7775,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,PROCESS 5# SLICED,1.5525,1.8625,,,,
12/18/09,50,2009,NORTHEAST,CHEESE,PROCESS 5# LOAF,1.5375,1.7775,,,,
12/18/09,50,2009,FOREIGN,CHEESE,BLUE,,,2.64,4.29,2.12,3.6075
12/18/09,50,2009,FOREIGN,CHEESE,BLUE,,,2.64,4.29,2.12,3.6075
12/18/09,50,2009,FOREIGN,CHEESE,GORGONZOLA,,,3.69,6.69,2.6225,2.8825
12/18/09,50,2009,FOREIGN,CHEESE,GORGONZOLA,,,3.69,6.69,2.6225,2.8825
12/18/09,50,2009,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.69,,
12/18/09,50,2009,FOREIGN,CHEESE,JARLSBERG-(BRAND),,,2.95,4.69,,
12/18/09,50,2009,FOREIGN,CHEESE,PARMESAN (ITALY),,,,,3.5275,3.9475
12/18/09,50,2009,FOREIGN,CHEESE,PARMESAN (ITALY),,,,,3.5275,3.9475
12/18/09,50,2009,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.89,2.1625,2.32
12/18/09,50,2009,FOREIGN,CHEESE,PROVOLONE (ITALY),,,3.44,5.89,2.1625,2.32
12/18/09,50,2009,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,3.29,3.53,,
12/18/09,50,2009,FOREIGN,CHEESE,REGGIANITO (ARGENTINE),,,3.29,3.53,,
12/18/09,50,2009,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,3.31,5.4525
12/18/09,50,2009,FOREIGN,CHEESE,ROMANO (COWS MILK),,,,,3.31,5.4525
12/18/09,50,2009,FOREIGN,CHEESE,ROMANO (ITALY),,,0,0,,
12/18/09,50,2009,FOREIGN,CHEESE,ROMANO (ITALY),,,0,0,,
12/18/09,50,2009,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.69,,
12/18/09,50,2009,FOREIGN,CHEESE,SARDO ROMANO (ARGENTINE),,,2.85,3.69,,
12/18/09,50,2009,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
12/18/09,50,2009,FOREIGN,CHEESE,SWISS CUTS FINNISH,,,2.59,2.85,,
12/18/09,50,2009,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,3.225,3.5475
12/18/09,50,2009,FOREIGN,CHEESE,SWISS CUTS SWITZERLAND,,,,,3.225,3.5475
12/18/09,50,2009,MIDWEST,CHEESE,BLUE 5#,2.5,2.97,,,,
12/18/09,50,2009,MIDWEST,CHEESE,BLUE 5#,2.5,2.97,,,,
12/18/09,50,2009,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,2.21,2.25,,,,
12/18/09,50,2009,MIDWEST,CHEESE,BRICK AND/OR MUENSTER 5#,2.21,2.25,,,,
12/18/09,50,2009,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,2.08,2.565,,,,
12/18/09,50,2009,MIDWEST,CHEESE,CHEDDAR 40# BLOCK,2.08,2.565,,,,
12/18/09,50,2009,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.505,3.33,,,,
12/18/09,50,2009,MIDWEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.505,3.33,,,,
12/18/09,50,2009,MIDWEST,CHEESE,MONTEREY JACK 10#,2.175,2.565,,,,
12/18/09,50,2009,MIDWEST,CHEESE,MONTEREY JACK 10#,2.175,2.565,,,,
12/18/09,50,2009,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,2.0475,2.665,,,,
12/18/09,50,2009,MIDWEST,CHEESE,MOZZARELLA 5 - 6#,2.0475,2.665,,,,
12/18/09,50,2009,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.82,2,,,,
12/18/09,50,2009,MIDWEST,CHEESE,PROCESS AMERICAN 5# LOAF,1.82,2,,,,
12/18/09,50,2009,WEST,CHEESE,CHEDDAR 10# CUTS,2.0125,2.2325,,,,
12/18/09,50,2009,WEST,CHEESE,CHEDDAR 40# BLOCK,1.8325,2.185,,,,
12/18/09,50,2009,WEST,CHEESE,CHEDDAR 40# BLOCK,1.8325,2.185,,,,
12/18/09,50,2009,WEST,CHEESE,CHEDDAR 10# CUTS,2.0125,2.2325,,,,
12/18/09,50,2009,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.68,3.11,,,,
12/18/09,50,2009,WEST,CHEESE,GRADE A SWISS CUTS 6 - 9#,2.68,3.11,,,,
12/18/09,50,2009,WEST,CHEESE,MONTEREY JACK 10#,2.0225,2.1825,,,,
12/18/09,50,2009,WEST,CHEESE,MONTEREY JACK 10#,2.0225,2.1825,,,,
12/18/09,50,2009,WEST,CHEESE,PROCESS 5# LOAF,1.585,1.8425,,,,
12/18/09,50,2009,WEST,CHEESE,PROCESS 5# LOAF,1.585,1.8425,,,,
12/25/09,51,2009,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.925,2.445,,,,
12/25/09,51,2009,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.98,2.255,,,,
12/25/09,51,2009,NORTHEAST,CHEESE,CHEDDAR 40# BLOCK,1.98,2.255,,,,
12/25/09,51,2009,NORTHEAST,CHEESE,CHEDDAR 10# PRINTS,1.925,2.445,,,,
12/25/09,51,2009,NORTHEAST,CHEESE,CHEDDAR SINGLE DAISIES,1.8825,2.3675,,,,
